Region,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,gender,Order_Priority_Encoded,Order_year,Order_month,Order_day,Category_Furniture,Category_Office Supplies,Category_Technology
North,Bookcases,581.4,6,0.0,91.9954,57.2,F,3.0,2011,3,31,1,0,0
Central Asia,Bookcases,581.4,7,0.0,91.9954,57.2,F,2.0,2012,2,4,1,0,0
Southeast Asia,Phones,581.4,6,0.17,91.9954,57.2,M,2.0,2013,5,29,0,0,1
South,Storage,581.4,9,0.1,-55.125,57.2,F,4.0,2012,8,29,0,1,0
North Asia,Chairs,581.4,8,0.0,91.9954,57.2,M,4.0,2011,6,15,1,0,0
North Asia,Appliances,581.4,3,0.0,91.9954,57.2,M,2.0,2014,8,28,0,1,0
Central,Phones,581.4,3,0.0,89.46,57.2,F,4.0,2011,10,27,0,0,1
EMEA,Phones,581.4,4,0.0,91.9954,57.2,M,2.0,2014,3,19,0,0,1
South,Tables,581.4,5,0.2,91.9954,57.2,M,1.0,2014,9,11,1,0,0
Oceania,Bookcases,581.4,6,0.4,-55.125,57.2,Unknown,4.0,2012,8,28,1,0,0
East,Storage,581.4,6,0.2,-55.125,57.2,M,3.0,2014,8,16,0,1,0
Oceania,Tables,581.4,6,0.0,91.9954,57.2,M,4.0,2013,8,1,1,0,0
South,Machines,581.4,2,0.5,-27.828,57.2,M,4.0,2013,6,10,0,0,1
Africa,Phones,581.4,4,0.0,91.9954,57.2,M,2.0,2014,12,24,0,0,1
East,Accessories,581.4,6,0.2,91.9954,57.2,F,3.0,2012,12,15,0,0,1
North,Chairs,581.4,5,0.0,91.9954,57.2,M,3.0,2012,2,23,1,0,0
Southeast Asia,Bookcases,581.4,9,0.07,10.8189,57.2,F,4.0,2014,10,11,1,0,0
Central,Copiers,581.4,5,0.002,-2.1208,57.2,F,4.0,2014,4,21,0,0,1
Central Asia,Phones,581.4,9,0.0,91.9954,57.2,F,2.0,2013,6,12,0,0,1
Central,Bookcases,581.4,7,0.1,-55.125,57.2,F,3.0,2013,9,17,1,0,0
Oceania,Storage,581.4,6,0.0,91.9954,57.2,F,4.0,2014,9,19,0,1,0
Central,Appliances,581.4,7,0.1,-35.091,57.2,M,2.0,2014,11,26,0,1,0
Central,Copiers,581.4,5,0.0,91.9954,57.2,M,4.0,2014,9,1,0,0,1
North Asia,Bookcases,581.4,5,0.0,91.9954,57.2,M,1.0,2014,6,20,1,0,0
EMEA,Storage,581.4,6,0.0,91.9954,57.2,M,3.0,2014,10,23,0,1,0
Central Asia,Bookcases,581.4,9,0.0,91.9954,57.2,M,2.0,2011,8,16,1,0,0
Central,Phones,581.4,2,0.0,91.9954,57.2,M,4.0,2014,9,12,0,0,1
South,Machines,581.4,7,0.0,91.9954,57.2,F,3.0,2012,8,24,0,0,1
South,Copiers,581.4,8,0.0,91.9954,57.2,F,3.0,2014,1,14,0,0,1
Southeast Asia,Chairs,581.4,5,0.25,-55.125,57.2,F,4.0,2014,11,13,1,0,0
Southeast Asia,Copiers,581.4,6,0.07,-55.125,57.2,F,3.0,2013,6,13,0,0,1
Central,Copiers,581.4,7,0.0,91.9954,57.2,M,2.0,2012,12,24,0,0,1
Southeast Asia,Copiers,581.4,9,0.0,12.69,57.2,F,4.0,2014,9,22,0,0,1
Africa,Bookcases,581.4,6,0.0,49.5,57.2,Unknown,3.0,2011,1,8,1,0,0
Central,Copiers,581.4,5,0.0,91.9954,57.2,F,2.0,2013,10,3,0,0,1
North Asia,Copiers,581.4,3,0.0,91.9954,57.2,F,4.0,2013,7,30,0,0,1
East,Tables,581.4,7,0.4,-55.125,57.2,M,4.0,2012,7,31,1,0,0
Southeast Asia,Appliances,581.4,9,0.17,91.9954,57.2,M,2.0,2014,4,30,0,1,0
Central,Bookcases,581.4,8,0.0,91.9954,57.2,F,3.0,2011,9,28,1,0,0
Oceania,Bookcases,581.4,9,0.1,91.9954,57.2,F,2.0,2014,6,24,1,0,0
South,Storage,581.4,8,0.1,-50.976,57.2,F,3.0,2011,4,6,0,1,0
Central,Phones,581.4,3,0.15,-55.125,57.2,F,4.0,2014,8,7,0,0,1
South,Accessories,581.4,4,0.0,91.9954,57.2,F,4.0,2013,11,19,0,0,1
Central,Storage,581.4,4,0.1,91.9954,57.2,M,4.0,2014,2,14,0,1,0
East,Tables,581.4,9,0.4,-55.125,57.2,M,3.0,2014,11,29,1,0,0
EMEA,Chairs,581.4,8,0.0,69.36,57.2,M,4.0,2012,8,17,1,0,0
West,Bookcases,581.4,7,0.15,91.9954,57.2,M,3.0,2012,8,31,1,0,0
South,Appliances,581.4,7,0.0,91.9954,57.2,M,3.0,2012,8,7,0,1,0
South,Phones,581.4,7,0.0,91.9954,57.2,M,3.0,2014,1,27,0,0,1
Central,Machines,581.4,8,0.4,-55.125,57.2,F,2.0,2011,9,8,0,0,1
Southeast Asia,Machines,581.4,7,0.0,91.9954,57.2,M,4.0,2012,8,9,0,0,1
Oceania,Tables,581.4,5,0.3,-55.125,57.2,M,3.0,2013,2,21,1,0,0
Oceania,Accessories,581.4,8,0.1,91.9954,57.2,M,3.0,2012,7,18,0,0,1
East,Phones,581.4,7,0.0,91.9954,57.2,M,3.0,2011,11,19,0,0,1
Central,Storage,581.4,7,0.1,-13.923,57.2,M,4.0,2014,4,9,0,1,0
Central,Tables,581.4,4,0.35,-55.125,57.2,F,2.0,2012,6,18,1,0,0
Central,Copiers,581.4,6,0.15,91.9954,57.2,M,3.0,2013,12,31,0,0,1
West,Binders,581.4,5,0.2,91.9954,57.2,M,3.0,2014,6,30,0,1,0
Central,Appliances,581.4,9,0.1,-0.216,57.2,M,3.0,2012,1,16,0,1,0
Africa,Phones,581.4,4,0.0,91.9954,57.2,M,2.0,2012,6,12,0,0,1
Oceania,Copiers,581.4,9,0.1,91.9954,57.2,M,2.0,2014,3,17,0,0,1
Central,Appliances,581.4,9,0.0,91.9954,57.2,F,3.0,2012,11,13,0,1,0
West,Bookcases,581.4,8,0.15,91.9954,57.2,F,2.0,2013,11,27,1,0,0
Central,Copiers,581.4,2,0.0,91.9954,57.2,F,4.0,2012,12,6,0,0,1
Central,Bookcases,581.4,9,0.1,91.9954,57.2,F,3.0,2014,5,16,1,0,0
West,Copiers,581.4,6,0.2,91.9954,57.2,M,4.0,2014,12,25,0,0,1
Central,Chairs,581.4,4,0.0,91.9954,57.2,M,3.0,2014,12,22,1,0,0
Central Asia,Phones,581.4,9,0.5,-55.125,57.2,M,2.0,2013,9,14,0,0,1
Oceania,Tables,581.4,5,0.3,91.9954,57.2,F,2.0,2013,1,7,1,0,0
Central,Copiers,581.4,3,0.15,91.9954,57.2,M,4.0,2014,6,27,0,0,1
North,Machines,581.4,4,0.0,91.9954,57.2,M,4.0,2012,7,13,0,0,1
Oceania,Copiers,581.4,8,0.1,91.9954,57.2,M,4.0,2014,2,11,0,0,1
Oceania,Copiers,581.4,5,0.1,91.9954,57.2,M,1.0,2014,5,29,0,0,1
Southeast Asia,Storage,581.4,9,0.17,-55.125,57.2,M,3.0,2014,4,16,0,1,0
Central,Bookcases,581.4,5,0.1,91.9954,57.2,F,4.0,2014,11,27,1,0,0
Central Asia,Chairs,581.4,7,0.0,91.9954,57.2,M,4.0,2011,11,9,1,0,0
Central,Bookcases,581.4,5,0.1,90.81,57.2,F,3.0,2014,9,18,1,0,0
South,Copiers,581.4,7,0.002,13.20144,57.2,Unknown,3.0,2014,2,24,0,0,1
North,Chairs,581.4,4,0.2,91.9954,57.2,M,4.0,2013,9,3,1,0,0
North Asia,Bookcases,581.4,2,0.0,91.9954,57.2,Unknown,4.0,2013,12,23,1,0,0
Africa,Appliances,581.4,4,0.0,0.0,57.2,F,4.0,2014,6,17,0,1,0
Southeast Asia,Chairs,581.4,5,0.27,91.9954,57.2,F,3.0,2014,3,15,1,0,0
Central Asia,Bookcases,581.4,5,0.0,65.7,57.2,F,2.0,2014,7,12,1,0,0
North,Machines,581.4,4,0.1,91.9954,57.2,M,4.0,2014,6,9,0,0,1
Central,Storage,581.4,8,0.0,91.9954,57.2,F,4.0,2014,10,15,0,1,0
Central Asia,Phones,581.4,4,0.0,91.9954,57.2,M,3.0,2014,8,6,0,0,1
Central,Copiers,581.4,4,0.15,-55.125,57.2,M,3.0,2012,12,7,0,0,1
Southeast Asia,Phones,581.4,5,0.17,-55.125,57.2,M,2.0,2012,12,25,0,0,1
Central,Phones,581.4,4,0.0,91.9954,57.2,M,3.0,2013,5,16,0,0,1
EMEA,Storage,581.4,9,0.0,91.9954,57.2,M,2.0,2013,6,17,0,1,0
Central Asia,Tables,581.4,5,0.0,91.9954,57.2,F,2.0,2014,11,3,1,0,0
South,Copiers,581.4,4,0.0,91.9954,57.2,F,4.0,2012,5,28,0,0,1
North,Bookcases,581.4,3,0.0,91.9954,57.2,M,4.0,2013,8,17,1,0,0
EMEA,Tables,581.4,1,0.0,91.9954,57.2,M,4.0,2011,6,3,1,0,0
North,Machines,581.4,4,0.1,-55.125,57.2,F,4.0,2011,7,14,0,0,1
East,Storage,581.4,6,0.2,-55.125,57.2,F,3.0,2011,9,29,0,1,0
South,Chairs,581.4,5,0.2,91.9954,57.2,M,1.0,2011,10,17,1,0,0
Central Asia,Phones,581.4,7,0.0,91.9954,57.2,M,2.0,2011,11,14,0,0,1
Central,Phones,581.4,8,0.5,-55.125,57.2,M,3.0,2014,7,14,0,0,1
Central,Bookcases,581.4,8,0.0,46.88,57.2,M,3.0,2014,6,3,1,0,0
North Asia,Phones,581.4,9,0.0,91.9954,57.2,M,3.0,2014,12,15,0,0,1
Africa,Storage,581.4,9,0.0,91.9954,57.2,F,4.0,2014,6,28,0,1,0
North,Appliances,581.4,7,0.0,91.9954,57.2,M,3.0,2014,12,20,0,1,0
Oceania,Chairs,581.4,2,0.1,91.9954,57.2,M,4.0,2012,2,6,1,0,0
Central,Tables,581.4,6,0.2,-0.072,57.2,M,1.0,2011,1,21,1,0,0
South,Storage,581.4,9,0.0,91.9954,57.2,F,2.0,2012,8,3,0,1,0
Southeast Asia,Bookcases,581.4,6,0.07,91.9954,57.2,M,3.0,2014,10,27,1,0,0
Central Asia,Tables,581.4,6,0.0,91.9954,57.2,M,2.0,2012,2,27,1,0,0
EMEA,Phones,581.4,2,0.0,91.9954,57.2,M,4.0,2012,6,11,0,0,1
Central Asia,Copiers,581.4,4,0.0,91.9954,57.2,M,3.0,2011,2,23,0,0,1
East,Phones,581.4,3,0.0,91.9954,57.2,M,3.0,2014,9,15,0,0,1
South,Chairs,581.4,6,0.0,91.9954,57.2,M,1.0,2013,7,20,1,0,0
Central,Bookcases,581.4,7,0.0,91.9954,57.2,M,3.0,2013,3,29,1,0,0
Central Asia,Copiers,581.4,3,0.0,91.9954,57.2,M,4.0,2014,10,23,0,0,1
North,Phones,581.4,7,0.0,91.9954,57.2,F,3.0,2014,6,24,0,0,1
Central,Phones,581.4,5,0.0,91.9954,57.2,M,1.0,2013,10,30,0,0,1
Africa,Accessories,581.4,4,0.0,91.9954,57.2,M,4.0,2012,12,13,0,0,1
North Asia,Copiers,581.4,4,0.0,91.9954,57.2,M,3.0,2013,5,4,0,0,1
Central,Chairs,581.4,5,0.0,91.9954,57.2,M,3.0,2014,5,8,1,0,0
Africa,Tables,581.4,4,0.0,91.9954,57.2,M,4.0,2011,9,8,1,0,0
Central,Copiers,581.4,9,0.1,91.9954,57.2,M,2.0,2012,4,22,0,0,1
Africa,Machines,581.4,6,0.0,91.9954,57.2,M,3.0,2013,10,30,0,0,1
North Asia,Chairs,581.4,6,0.0,91.9954,57.2,F,3.0,2011,4,16,1,0,0
East,Bookcases,581.4,4,0.2,91.9954,57.2,M,4.0,2012,10,12,1,0,0
East,Binders,581.4,5,0.2,91.9954,57.2,F,4.0,2014,5,26,0,1,0
North Asia,Appliances,581.4,8,0.0,91.9954,57.2,F,2.0,2014,10,31,0,1,0
North Asia,Appliances,581.4,3,0.0,91.9954,57.2,M,4.0,2013,4,12,0,1,0
Central Asia,Copiers,581.4,4,0.0,91.9954,57.2,M,4.0,2013,11,11,0,0,1
Central,Phones,581.4,4,0.0,91.9954,57.2,M,3.0,2012,10,13,0,0,1
Oceania,Chairs,581.4,4,0.4,-55.125,57.2,F,4.0,2012,10,13,1,0,0
North Asia,Chairs,581.4,5,0.0,91.95,57.2,M,3.0,2014,1,30,1,0,0
Africa,Phones,581.4,6,0.0,91.9954,57.2,M,2.0,2012,10,12,0,0,1
Central,Chairs,581.4,8,0.0,91.9954,57.2,M,3.0,2013,12,6,1,0,0
Central,Phones,581.4,4,0.0,91.9954,57.2,F,3.0,2014,12,3,0,0,1
Central Asia,Appliances,581.4,4,0.0,91.9954,57.2,M,3.0,2013,9,19,0,1,0
North,Appliances,581.4,7,0.0,91.9954,57.2,M,3.0,2012,12,31,0,1,0
Central,Tables,581.4,5,0.35,91.9954,57.2,M,3.0,2014,12,29,1,0,0
North,Phones,581.4,7,0.0,91.9954,57.2,M,3.0,2013,11,15,0,0,1
East,Chairs,581.4,6,0.1,91.9954,57.2,M,2.0,2011,9,12,1,0,0
West,Accessories,581.4,7,0.0,91.9954,57.2,F,3.0,2014,5,15,0,0,1
Southeast Asia,Bookcases,581.4,8,0.35,91.9954,57.2,Unknown,2.0,2014,9,8,1,0,0
Central,Accessories,581.4,5,0.0,91.9954,57.2,M,3.0,2013,6,17,0,0,1
North,Chairs,581.4,9,0.2,91.9954,57.2,M,3.0,2011,12,8,1,0,0
Oceania,Bookcases,581.4,4,0.1,17.532,57.2,M,3.0,2014,9,19,1,0,0
South,Machines,581.4,8,0.0,91.9954,57.2,M,2.0,2013,11,27,0,0,1
EMEA,Appliances,581.4,6,0.0,91.9954,57.2,M,3.0,2014,2,10,0,1,0
South,Appliances,581.4,2,0.0,91.9954,57.2,M,3.0,2014,2,8,0,1,0
Southeast Asia,Bookcases,581.4,2,0.07,91.9954,57.2,M,4.0,2013,8,5,1,0,0
EMEA,Bookcases,581.4,2,0.0,80.4,57.2,F,4.0,2014,4,15,1,0,0
South,Phones,581.4,7,0.0,91.9954,57.2,F,2.0,2011,3,21,0,0,1
Central Asia,Copiers,581.4,4,0.0,91.9954,57.2,F,3.0,2014,5,5,0,0,1
South,Appliances,581.4,6,0.0,91.9954,57.2,M,4.0,2013,11,4,0,1,0
South,Phones,581.4,4,0.1,91.9954,57.2,M,2.0,2014,6,10,0,0,1
Central,Phones,581.4,3,0.15,91.9954,57.2,F,4.0,2012,8,31,0,0,1
North Asia,Phones,581.4,7,0.0,91.9954,57.2,F,4.0,2013,6,20,0,0,1
EMEA,Accessories,581.4,9,0.0,91.9954,57.2,F,2.0,2014,8,23,0,0,1
North,Bookcases,581.4,3,0.2,-0.024,57.2,F,4.0,2012,5,28,1,0,0
Africa,Copiers,581.4,4,0.0,91.9954,57.2,M,4.0,2014,5,19,0,0,1
Africa,Tables,581.4,2,0.0,91.9954,57.2,F,4.0,2013,4,29,1,0,0
North Asia,Bookcases,581.4,3,0.0,91.9954,57.2,Unknown,4.0,2013,12,23,1,0,0
Caribbean,Tables,581.4,5,0.0,91.9954,57.2,M,3.0,2014,10,12,1,0,0
South,Appliances,581.4,5,0.0,91.9954,57.2,M,4.0,2014,4,15,0,1,0
Central,Bookcases,581.4,7,0.1,-55.125,57.2,F,3.0,2014,11,28,1,0,0
EMEA,Copiers,581.4,6,0.0,91.9954,57.2,F,3.0,2012,5,11,0,0,1
Southeast Asia,Phones,581.4,7,0.17,91.9954,57.2,F,2.0,2013,6,18,0,0,1
Central Asia,Copiers,581.4,9,0.0,0.0,57.2,M,3.0,2012,5,4,0,0,1
North Asia,Phones,581.4,9,0.0,91.9954,57.2,M,2.0,2011,11,11,0,0,1
South,Bookcases,581.4,7,0.0,91.9954,57.2,M,2.0,2014,12,24,1,0,0
North,Appliances,581.4,6,0.0,91.9954,57.2,M,3.0,2014,5,15,0,1,0
EMEA,Copiers,581.4,4,0.0,91.9954,57.2,F,3.0,2014,12,9,0,0,1
Oceania,Phones,581.4,5,0.1,91.9954,57.2,Unknown,3.0,2011,12,7,0,0,1
Central,Chairs,581.4,5,0.0,91.9954,57.2,F,2.0,2013,9,10,1,0,0
EMEA,Machines,581.4,9,0.0,91.9954,57.2,M,3.0,2011,3,3,0,0,1
Southeast Asia,Appliances,581.4,6,0.17,91.9954,57.2,F,3.0,2012,1,2,0,1,0
Southeast Asia,Copiers,581.4,9,0.07,-55.125,57.2,M,2.0,2012,10,30,0,0,1
Southeast Asia,Appliances,581.4,4,0.17,86.6364,57.2,M,3.0,2013,11,19,0,1,0
EMEA,Phones,581.4,4,0.0,91.9954,57.2,M,2.0,2013,8,15,0,0,1
North Asia,Chairs,581.4,2,0.0,91.9954,57.2,M,3.0,2013,6,8,1,0,0
Central Asia,Phones,581.4,4,0.0,91.9954,57.2,F,3.0,2014,10,2,0,0,1
North,Appliances,581.4,3,0.0,84.96,57.2,M,3.0,2014,2,27,0,1,0
Oceania,Bookcases,581.4,8,0.1,91.9954,57.2,M,2.0,2013,10,31,1,0,0
Southeast Asia,Bookcases,581.4,9,0.07,91.9954,57.2,M,2.0,2013,12,18,1,0,0
Central Asia,Tables,581.4,5,0.0,91.9954,57.2,M,1.0,2014,5,9,1,0,0
North Asia,Appliances,581.4,6,0.0,91.9954,57.2,M,2.0,2014,7,4,0,1,0
South,Appliances,581.4,4,0.0,91.9954,57.2,M,3.0,2012,5,17,0,1,0
Central Asia,Phones,581.4,5,0.0,91.9954,57.2,M,4.0,2011,8,3,0,0,1
East,Binders,581.4,6,0.5,-55.125,57.2,Unknown,3.0,2013,7,29,0,1,0
Africa,Storage,581.4,9,0.0,90.0,57.2,M,4.0,2013,2,14,0,1,0
Oceania,Bookcases,581.4,5,0.1,44.04,57.2,M,4.0,2012,5,23,1,0,0
EMEA,Appliances,581.4,6,0.0,91.9954,57.2,M,2.0,2014,8,4,0,1,0
South,Phones,581.4,5,0.0,91.9954,57.2,M,3.0,2013,11,13,0,0,1
Oceania,Accessories,581.4,9,0.1,91.9954,57.2,F,2.0,2014,2,12,0,0,1
North,Phones,581.4,2,0.0,91.9954,57.2,M,4.0,2014,11,11,0,0,1
Oceania,Bookcases,581.4,3,0.1,91.9954,57.2,M,2.0,2013,3,30,1,0,0
Canada,Copiers,581.4,6,0.0,91.9954,57.2,F,2.0,2013,8,24,0,0,1
West,Tables,581.4,9,0.0,91.9954,57.2,F,2.0,2014,11,2,1,0,0
Central Asia,Phones,581.4,9,0.5,-55.125,57.2,F,2.0,2013,8,19,0,0,1
Central,Appliances,581.4,5,0.1,91.9954,57.2,M,4.0,2014,5,29,0,1,0
EMEA,Appliances,581.4,6,0.0,91.9954,57.2,F,1.0,2012,8,22,0,1,0
Africa,Accessories,581.4,6,0.0,91.9954,57.2,M,3.0,2014,7,5,0,0,1
Central,Bookcases,581.4,7,0.5,-55.125,57.2,M,3.0,2012,3,14,1,0,0
East,Machines,581.4,9,0.0,91.9954,57.2,F,3.0,2014,10,2,0,0,1
Central,Copiers,581.4,5,0.002,91.9954,57.2,F,3.0,2014,9,16,0,0,1
Central Asia,Chairs,581.4,7,0.2,91.9954,57.2,F,2.0,2014,8,7,1,0,0
Southeast Asia,Copiers,581.4,6,0.35,68.31,57.2,F,3.0,2013,9,9,0,0,1
Central,Phones,581.4,3,0.0,91.9954,57.2,F,4.0,2014,9,8,0,0,1
East,Chairs,581.4,5,0.0,91.9954,57.2,F,2.0,2011,10,31,1,0,0
Caribbean,Chairs,581.4,9,0.0,91.9954,57.2,M,3.0,2012,10,17,1,0,0
Southeast Asia,Chairs,581.4,3,0.25,-55.125,57.2,M,3.0,2014,2,17,1,0,0
Central Asia,Phones,581.4,5,0.0,91.9954,57.2,F,2.0,2012,2,24,0,0,1
Oceania,Chairs,581.4,9,0.1,91.9954,57.2,F,2.0,2012,12,3,1,0,0
North Asia,Storage,581.4,5,0.0,91.9954,57.2,F,4.0,2012,12,12,0,1,0
Oceania,Copiers,581.4,8,0.1,91.9954,57.2,M,3.0,2014,6,16,0,0,1
Central,Machines,581.4,9,0.15,14.4315,57.2,M,3.0,2012,12,20,0,0,1
North,Chairs,581.4,7,0.2,91.9954,57.2,M,3.0,2014,5,13,1,0,0
South,Supplies,581.4,2,0.0,33.3124,57.2,F,3.0,2014,12,20,0,1,0
Oceania,Chairs,581.4,6,0.0,91.9954,57.2,M,3.0,2014,11,7,1,0,0
South,Appliances,581.4,9,0.5,-55.125,57.2,Unknown,2.0,2013,6,10,0,1,0
Central Asia,Machines,581.4,6,0.0,91.9954,57.2,M,3.0,2012,5,10,0,0,1
Central Asia,Phones,581.4,5,0.0,91.9954,57.2,M,4.0,2013,9,13,0,0,1
North Asia,Bookcases,581.4,3,0.0,91.9954,57.2,M,2.0,2013,7,25,1,0,0
Central Asia,Appliances,581.4,8,0.0,91.9954,57.2,F,3.0,2014,10,11,0,1,0
Caribbean,Appliances,581.4,7,0.2,91.9954,57.2,M,4.0,2011,11,22,0,1,0
East,Machines,581.4,5,0.0,91.9954,57.2,F,2.0,2013,5,8,0,0,1
North,Tables,581.4,3,0.2,-18.18,57.2,M,4.0,2014,10,25,1,0,0
Central,Copiers,581.4,5,0.2,91.9954,57.2,M,2.0,2012,8,28,0,0,1
Africa,Machines,581.4,6,0.0,91.9954,57.2,M,4.0,2013,10,14,0,0,1
EMEA,Copiers,581.4,4,0.0,91.9954,57.2,Unknown,4.0,2011,2,14,0,0,1
Central Asia,Chairs,581.4,5,0.0,91.9954,57.2,M,4.0,2014,5,1,1,0,0
EMEA,Phones,581.4,1,0.0,91.9954,57.2,M,4.0,2011,3,11,0,0,1
Oceania,Bookcases,581.4,8,0.1,91.9954,57.2,M,3.0,2012,8,3,1,0,0
Central Asia,Appliances,581.4,6,0.5,-55.125,57.2,M,4.0,2012,12,20,0,1,0
South,Copiers,581.4,7,0.0,91.9954,57.2,M,3.0,2012,8,3,0,0,1
North Asia,Phones,581.4,2,0.0,91.9954,57.2,Unknown,3.0,2012,6,20,0,0,1
Africa,Appliances,581.4,4,0.0,91.9954,57.2,M,4.0,2013,2,8,0,1,0
Central,Appliances,581.4,8,0.0,91.9954,57.2,M,2.0,2011,9,28,0,1,0
Central,Bookcases,581.4,5,0.1,-55.125,57.2,M,3.0,2012,6,23,1,0,0
South,Tables,581.4,3,0.2,91.9954,57.2,M,2.0,2013,12,20,1,0,0
North,Phones,581.4,7,0.0,89.04,57.2,M,2.0,2012,10,11,0,0,1
Oceania,Tables,581.4,7,0.3,-55.125,57.2,M,1.0,2011,8,29,1,0,0
Central,Bookcases,581.4,3,0.0,91.9954,57.2,M,4.0,2014,7,18,1,0,0
North Asia,Copiers,581.4,7,0.0,91.9954,57.2,M,2.0,2011,12,6,0,0,1
North,Bookcases,581.4,5,0.0,91.9954,57.2,M,4.0,2014,4,16,1,0,0
West,Machines,581.4,3,0.2,91.9954,57.2,M,3.0,2014,11,17,0,0,1
EMEA,Tables,581.4,1,0.0,91.9954,57.2,F,4.0,2011,9,2,1,0,0
Central,Bookcases,581.4,5,0.1,91.9954,57.2,M,3.0,2013,8,1,1,0,0
Central,Bookcases,581.4,6,0.0,6.6,57.2,M,4.0,2014,9,12,1,0,0
Central,Accessories,581.4,6,0.0,91.9954,57.2,F,4.0,2014,8,6,0,0,1
Southeast Asia,Appliances,581.4,5,0.17,91.9954,57.2,M,2.0,2014,11,20,0,1,0
North,Appliances,581.4,9,0.0,91.9954,57.2,M,2.0,2012,5,4,0,1,0
Africa,Phones,581.4,4,0.0,91.9954,57.2,Unknown,3.0,2012,8,27,0,0,1
EMEA,Phones,581.4,4,0.0,91.9954,57.2,M,2.0,2013,12,24,0,0,1
South,Storage,581.4,9,0.1,-55.125,57.2,M,3.0,2013,1,29,0,1,0
South,Tables,581.4,9,0.4,-55.125,57.2,Unknown,4.0,2013,11,5,1,0,0
EMEA,Machines,581.4,4,0.0,0.0,57.2,Unknown,4.0,2011,12,27,0,0,1
Southeast Asia,Bookcases,581.4,5,0.0,40.95,57.2,M,3.0,2012,11,30,1,0,0
Central,Phones,581.4,6,0.0,91.9954,57.2,F,3.0,2013,5,21,0,0,1
East,Tables,581.4,8,0.4,-55.125,57.2,M,4.0,2011,10,31,1,0,0
North,Bookcases,581.4,3,0.0,91.9954,57.2,M,2.0,2014,6,27,1,0,0
East,Machines,581.4,2,0.0,91.9954,57.2,M,3.0,2011,11,4,0,0,1
South,Tables,581.4,2,0.2,91.9954,57.2,M,2.0,2013,7,25,1,0,0
East,Copiers,581.4,5,0.4,91.9954,57.2,Unknown,2.0,2011,5,8,0,0,1
North Asia,Bookcases,581.4,6,0.0,91.9954,57.2,F,2.0,2011,10,27,1,0,0
West,Copiers,581.4,5,0.0,91.9954,57.2,M,2.0,2013,7,2,0,0,1
Oceania,Bookcases,581.4,2,0.0,91.9954,57.2,F,4.0,2012,12,26,1,0,0
West,Tables,581.4,9,0.0,91.9954,57.2,M,3.0,2012,12,21,1,0,0
Oceania,Copiers,581.4,6,0.0,91.9954,57.2,F,2.0,2012,5,7,0,0,1
North Asia,Machines,581.4,7,0.0,91.9954,57.2,F,2.0,2011,1,8,0,0,1
Central,Appliances,581.4,7,0.0,91.9954,57.2,M,3.0,2013,10,18,0,1,0
Canada,Appliances,581.4,6,0.0,91.9954,57.2,M,3.0,2012,7,7,0,1,0
South,Bookcases,581.4,5,0.0,91.9954,57.2,M,3.0,2011,6,18,1,0,0
North,Appliances,581.4,5,0.5,-55.125,57.2,M,4.0,2012,1,10,0,1,0
South,Appliances,581.4,5,0.0,91.9954,57.2,M,3.0,2014,2,11,0,1,0
Central,Accessories,581.4,7,0.2,52.4979,57.2,M,3.0,2013,8,13,0,0,1
Central Asia,Copiers,581.4,2,0.0,91.9954,57.2,F,4.0,2012,4,12,0,0,1
South,Copiers,581.4,8,0.0,91.9954,57.2,M,3.0,2014,1,3,0,0,1
South,Storage,581.4,6,0.0,91.9954,57.2,M,4.0,2013,2,12,0,1,0
North Asia,Appliances,581.4,6,0.0,91.9954,57.2,M,2.0,2014,12,13,0,1,0
East,Tables,581.4,5,0.4,-55.125,57.2,F,3.0,2014,7,1,1,0,0
Central,Binders,581.4,2,0.0,91.9954,57.2,F,2.0,2014,10,4,0,1,0
South,Bookcases,581.4,4,0.0,91.9954,57.2,M,4.0,2014,10,7,1,0,0
EMEA,Appliances,581.4,9,0.0,91.9954,57.2,M,3.0,2013,6,20,0,1,0
Southeast Asia,Bookcases,581.4,6,0.07,91.9954,57.2,M,3.0,2014,7,11,1,0,0
Central,Accessories,581.4,9,0.0,91.9954,57.2,M,2.0,2014,4,24,0,0,1
Central,Tables,581.4,9,0.2,35.36,57.2,Unknown,3.0,2011,5,4,1,0,0
Central Asia,Appliances,581.4,4,0.0,91.9954,57.2,M,2.0,2011,10,6,0,1,0
Caribbean,Bookcases,581.4,7,0.0,91.9954,57.2,F,3.0,2014,11,12,1,0,0
Central,Bookcases,581.4,5,0.0,91.9954,57.2,Unknown,4.0,2014,12,17,1,0,0
West,Chairs,581.4,6,0.2,91.9954,57.2,M,2.0,2014,11,14,1,0,0
Central,Phones,581.4,3,0.15,91.9954,57.2,M,2.0,2013,4,5,0,0,1
Oceania,Copiers,581.4,6,0.0,91.9954,57.2,F,4.0,2014,9,19,0,0,1
West,Tables,581.4,9,0.2,91.9954,57.2,M,1.0,2013,8,22,1,0,0
Central,Bookcases,581.4,9,0.1,91.9954,57.2,F,3.0,2014,7,10,1,0,0
North Asia,Copiers,581.4,9,0.0,91.9954,57.2,M,2.0,2014,10,6,0,0,1
Caribbean,Phones,581.4,7,0.2,-55.125,57.2,M,1.0,2013,6,1,0,0,1
Africa,Bookcases,581.4,6,0.0,91.9954,57.2,F,4.0,2012,8,20,1,0,0
